,Family_img,Animation_img,Romance_img,Thriller_img,History_img,War_img,Music_img,Sci-Fi_img,Adventure_img,Horror_img,Mystery_img,Action_img,Fantasy_img,Sport_img,Crime_img,Biography_img,Western_img,Film-Noir_img,Musical_img,Family_txt,Animation_txt,Romance_txt,Thriller_txt,History_txt,War_txt,Music_txt,Sci-Fi_txt,Adventure_txt,Horror_txt,Mystery_txt,Action_txt,Fantasy_txt,Sport_txt,Crime_txt,Biography_txt,Western_txt,Film-Noir_txt,Musical_txt
0,0.6001038551330566,0.07969996333122253,0.3054160475730896,0.1801057606935501,0.2872622609138489,0.3800515830516815,0.3340556025505066,0.15451927483081818,0.23211215436458588,0.11774459481239319,0.2391231656074524,0.1650664359331131,0.21810059249401093,0.18021807074546814,0.23220938444137573,0.30400002002716064,0.41910937428474426,0.18710121512413025,0.3429678976535797,0.35113584995269775,0.1734270304441452,0.22966933250427246,0.2164078801870346,0.18725016713142395,0.17409266531467438,0.19118960201740265,0.1288490891456604,0.22106805443763733,0.24675352871418,0.29820218682289124,0.10100604593753815,0.174991637468338,0.164413183927536,0.2265905737876892,0.1514616310596466,0.22925043106079102,0.23432502150535583,0.17550912499427795
1,0.5387582182884216,0.13365651667118073,0.6630318760871887,0.21653398871421814,0.23217462003231049,0.1896023005247116,0.7355213165283203,0.1884629875421524,0.15601463615894318,0.13777293264865875,0.20190156996250153,0.1641615480184555,0.29075509309768677,0.26970329880714417,0.18489986658096313,0.5733235478401184,0.12284219264984131,0.15492694079875946,0.5423827767372131,0.359580397605896,0.21546649932861328,0.3990268409252167,0.20875319838523865,0.20019082725048065,0.18973088264465332,0.48299694061279297,0.16050834953784943,0.11620987951755524,0.20228898525238037,0.21874508261680603,0.1442987322807312,0.27659937739372253,0.15279638767242432,0.18624883890151978,0.2968204915523529,0.15812310576438904,0.24149110913276672,0.42923927307128906
2,0.26735660433769226,0.29789382219314575,0.43159493803977966,0.4914722144603729,0.32136112451553345,0.4188181161880493,0.44313758611679077,0.4120824933052063,0.41363897919654846,0.2583051323890686,0.6686644554138184,0.2493125945329666,0.24323594570159912,0.2893942594528198,0.9233648180961609,0.17770960927009583,0.26010552048683167,0.9281739592552185,0.38197439908981323,0.1707233488559723,0.12194547057151794,0.09450633823871613,0.3012617826461792,0.17027831077575684,0.13555875420570374,0.0951118916273117,0.12446003407239914,0.24752037227153778,0.33580368757247925,0.42371490597724915,0.1330602467060089,0.254296213388443,0.10261835902929306,0.2764008045196533,0.10886728763580322,0.12195002287626266,0.28340598940849304,0.08924928307533264
3,0.3379879593849182,0.41128799319267273,0.46131086349487305,0.5719499588012695,0.9353761672973633,0.6099811792373657,0.6059109568595886,0.6211750507354736,0.48830366134643555,0.6988111138343811,0.585127592086792,0.6124253273010254,0.6378538012504578,0.5307585597038269,0.5047775506973267,0.7388345003128052,0.5496018528938293,0.32753995060920715,0.6203712821006775,0.08980496227741241,-0.05510668456554413,-0.016038089990615845,0.09662380814552307,0.3326853811740875,0.2053426206111908,0.06371022015810013,0.06445054709911346,-0.10877572000026703,0.014522967860102654,0.08958324044942856,0.05597877874970436,-0.06516817212104797,0.05408405885100365,0.24278151988983154,0.27993491291999817,0.19168582558631897,0.1730213463306427,0.05600236728787422
4,0.2980844974517822,0.10624317079782486,0.37859147787094116,0.42868572473526,0.5782789587974548,0.9541585445404053,0.2635231912136078,0.24591422080993652,0.1394292563199997,0.6058992147445679,0.4813200533390045,0.6092493534088135,0.5840510129928589,0.5878037810325623,0.4725966453552246,0.8204300999641418,0.6603979468345642,0.33691614866256714,0.4320584833621979,0.11994726210832596,0.013897160068154335,0.11316398531198502,0.0989321619272232,0.19162018597126007,0.3358151316642761,0.0105067677795887,0.061080485582351685,0.03751887381076813,-0.02895675040781498,0.009561369195580482,0.12393461167812347,0.015752064064145088,0.04474260285496712,0.1304473727941513,0.22201158106327057,0.10199324041604996,0.09238435328006744,-0.024994375184178352
5,0.2361653745174408,0.424539178609848,0.33047789335250854,0.5067397952079773,0.5901954174041748,0.6608326435089111,0.33975380659103394,0.7217448353767395,0.7307720184326172,0.6831886172294617,0.45794713497161865,0.7761297821998596,0.6317453384399414,0.37966376543045044,0.248460590839386,0.5422407984733582,0.3921225070953369,0.11062347888946533,0.3227560520172119,0.2814011573791504,0.15816199779510498,0.20332609117031097,0.5021153688430786,0.1876613348722458,0.19365160167217255,0.21272848546504974,0.19509632885456085,0.27142298221588135,0.6409843564033508,0.5000825524330139,0.2861958146095276,0.16195039451122284,0.20844486355781555,0.40603509545326233,0.1579488068819046,0.2735089957714081,0.47865787148475647,0.15269896388053894
6,0.13727757334709167,0.09471751749515533,0.34081047773361206,0.8456940054893494,0.46847137808799744,0.625745415687561,0.432941198348999,0.6420844197273254,0.37682124972343445,0.8201108574867249,0.6433541774749756,0.5487819910049438,0.6870424151420593,0.36615264415740967,0.49762916564941406,0.6204712986946106,0.2761760354042053,0.20962302386760712,0.4038380980491638,0.34632405638694763,0.22741559147834778,0.12585927546024323,0.40454933047294617,0.08974103629589081,0.12395261228084564,0.12675514817237854,0.14599809050559998,0.23939000070095062,0.5686345100402832,0.4537222385406494,0.1946335732936859,0.2579197883605957,0.11681423336267471,0.2765907645225525,0.008444806560873985,0.16102978587150574,0.3199082314968109,0.10925886034965515
7,0.19253216683864594,0.07882041484117508,0.26210546493530273,0.2659784257411957,0.3617432415485382,0.2342388778924942,0.27280235290527344,0.21959951519966125,0.0967453271150589,0.5114051103591919,0.24312159419059753,0.17268021404743195,0.335845410823822,0.30167704820632935,0.18099650740623474,0.5033696889877319,0.12019804120063782,0.0843249037861824,0.26566097140312195,0.24403029680252075,0.10787774622440338,0.36825573444366455,0.12531641125679016,0.3731812834739685,0.2317354530096054,0.21178054809570312,0.11882229149341583,0.13475726544857025,0.15035738050937653,0.17364099621772766,0.15440355241298676,0.21176999807357788,0.1526566445827484,0.19049546122550964,0.4629019498825073,0.2554142475128174,0.3421740233898163,0.21934621036052704
8,0.3266267776489258,0.11678995937108994,0.43249189853668213,0.6808487772941589,0.6534621119499207,0.595350980758667,0.3042227625846863,0.6193200349807739,0.17558534443378448,0.4598710536956787,0.3011094331741333,0.400049090385437,0.3993265926837921,0.9185294508934021,0.2435300052165985,0.5896328091621399,0.2006162405014038,0.11419985443353653,0.15850983560085297,0.08017638325691223,-0.021430030465126038,0.051944054663181305,0.07642954587936401,0.15580853819847107,0.08968009054660797,0.0674886628985405,0.0045578014105558395,0.007194655016064644,0.01603635400533676,0.010489082895219326,0.1308477222919464,0.04258358106017113,0.3522743582725525,0.1317860186100006,0.1770322471857071,0.1972392499446869,0.07235609740018845,0.06343463063240051
9,0.44993674755096436,0.08736372739076614,0.17648985981941223,0.20480555295944214,0.18808327615261078,0.36920782923698425,0.1615017205476761,0.19847825169563293,0.24546778202056885,0.2081756442785263,0.630450963973999,0.24133463203907013,0.24299238622188568,0.17995747923851013,0.16128036379814148,0.22146767377853394,0.8002297282218933,0.11372438818216324,0.14842510223388672,0.1552318036556244,0.06412264704704285,0.0869678184390068,0.16948705911636353,0.25062406063079834,0.2584102153778076,0.11758086085319519,0.1701580286026001,0.2651066184043884,0.13714687526226044,0.16572043299674988,0.23645581305027008,0.10885787010192871,0.11817777156829834,0.242067351937294,0.19310665130615234,0.4609816372394562,0.25020429491996765,0.12487715482711792
10,0.3257974088191986,0.1475192755460739,0.6414763331413269,0.7335770726203918,0.790557861328125,0.8315388560295105,0.6294963359832764,0.6050224304199219,0.39877834916114807,0.6366577744483948,0.5089017748832703,0.49307912588119507,0.4347666800022125,0.40153422951698303,0.6221377849578857,0.9072125554084778,0.9364374876022339,0.4714924097061157,0.5108934640884399,0.34946200251579285,0.16194190084934235,0.1348237246274948,0.38811740279197693,0.21148622035980225,0.21135006844997406,0.15569572150707245,0.1316404938697815,0.20745228230953217,0.2963126301765442,0.28727883100509644,0.3832560181617737,0.15096870064735413,0.30763617157936096,0.5224989056587219,0.18194113671779633,0.5277960300445557,0.34583503007888794,0.1462211161851883
11,0.25507184863090515,0.07438108325004578,0.5951918959617615,0.843414306640625,0.7114843130111694,0.6238552331924438,0.3567972779273987,0.44604820013046265,0.11770770698785782,0.5949895977973938,0.7708571553230286,0.27773430943489075,0.5392283797264099,0.35923734307289124,0.3844982087612152,0.8069349527359009,0.18481755256652832,0.15487095713615417,0.4252115488052368,0.10987728834152222,0.055634755641222,0.09187672287225723,0.19524075090885162,0.328678697347641,0.08224630355834961,0.14355270564556122,0.13410410284996033,0.03380770981311798,0.21491895616054535,0.4099581837654114,0.03138290345668793,0.18845579028129578,0.020830752328038216,0.2488608956336975,0.1890011429786682,0.0646156519651413,0.2877463102340698,0.058406002819538116
12,0.46259936690330505,0.9164208173751831,0.6848664879798889,0.231138214468956,0.33466917276382446,0.489290714263916,0.6618767380714417,0.4079163372516632,0.7711209058761597,0.34810376167297363,0.2574733793735504,0.6806038618087769,0.6217338442802429,0.4549568295478821,0.6581898331642151,0.4081944525241852,0.5535446405410767,0.43943163752555847,0.6859257221221924,0.2443264126777649,0.33884531259536743,0.27801772952079773,0.133143350481987,0.18049374222755432,0.1318637728691101,0.14379937946796417,0.21237975358963013,0.3347519636154175,0.19453489780426025,0.21227926015853882,0.17958158254623413,0.4982285499572754,0.11366243660449982,0.11152944713830948,0.10075787454843521,0.10888004302978516,0.09084391593933105,0.14992281794548035
