,Family_txt,Animation_txt,Romance_txt,Thriller_txt,History_txt,War_txt,Music_txt,Sci-Fi_txt,Adventure_txt,Horror_txt,Mystery_txt,Action_txt,Fantasy_txt,Sport_txt,Crime_txt,Biography_txt,Western_txt,Film-Noir_txt,Musical_txt,Family_img,Animation_img,Romance_img,Thriller_img,History_img,War_img,Music_img,Sci-Fi_img,Adventure_img,Horror_img,Mystery_img,Action_img,Fantasy_img,Sport_img,Crime_img,Biography_img,Western_img,Film-Noir_img,Musical_img,happy_img,genres
0,0.0007288559572771192,0.0006671344162896276,0.0005319348420016468,0.00044120725942775607,0.0013709280174225569,0.0003198104095645249,0.0008572491351515055,0.0005452848854474723,0.00046845240285620093,0.0003920714370906353,0.0004414949507918209,0.00045139293069951236,0.0003984857758041471,0.0012033384991809726,0.0005017202347517014,0.003731028875336051,0.000443014781922102,0.0005647139623761177,0.0006345189176499844,0.0111703397706151,0.00138238409999758,0.004159142263233662,0.0055999369360506535,0.004189996048808098,0.9775961637496948,0.02378081902861595,0.0031161904335021973,0.016958698630332947,0.0030508514028042555,0.010528783313930035,0.9768658876419067,0.008367379195988178,0.011795649304986,0.00830618105828762,0.0119334040209651,0.010033486410975456,0.0004250557685736567,0.011335152201354504,0.25725024938583374,"[""Action"", ""War""]"
1,0.003190466668456793,0.002724503632634878,0.003143928712233901,0.00319414003752172,0.0023368753027170897,0.002965591847896576,0.0030232644639909267,0.0027332263998687267,0.0028971689753234386,0.003206080524250865,0.0030784166883677244,0.0031815338879823685,0.0031612771563231945,0.002876922022551298,0.003242584876716137,0.0018473463132977486,0.0031061284244060516,0.003078117035329342,0.0032329175155609846,0.050537481904029846,0.9959331154823303,0.003878138493746519,0.009449589997529984,0.005997886881232262,0.010995304211974144,0.0065851411782205105,0.05276894196867943,0.985388457775116,0.11201135814189911,0.04878752678632736,0.018061084672808647,0.14871497452259064,0.0265518669039011,0.008684318512678146,0.009821681305766106,0.0023347516544163227,0.0006715436466038227,0.005071507301181555,0.013703887350857258,"[""Animation"", ""Adventure""]"
2,0.004665471147745848,0.004688090644776821,0.004896491300314665,0.004916141275316477,0.0036455783993005753,0.00481051579117775,0.004565784707665443,0.004745940212160349,0.004935347940772772,0.004961995407938957,0.004961444064974785,0.00489831855520606,0.004990738816559315,0.003953430335968733,0.00472220778465271,0.0012934007681906223,0.0049563064239919186,0.004829910583794117,0.004835759289562702,0.012357947416603565,0.002551482757553458,0.0026835354510694742,0.01707972213625908,0.0042545790784060955,0.016957085579633713,0.008229627273976803,0.01485269796103239,0.003099789610132575,0.005441607441753149,0.942003607749939,0.023280629888176918,0.011291236616671085,0.011620670557022095,0.9637479782104492,0.007792556658387184,0.012790459208190441,0.9932530522346497,0.01011009979993105,0.42286375164985657,"[""Crime"", ""Film-Noir"", ""Mystery""]"
3,0.004626987501978874,0.004663575440645218,0.004835471510887146,0.004838056396692991,0.0034453035332262516,0.004593622405081987,0.0045900191180408,0.004517110995948315,0.0048482902348041534,0.004874439910054207,0.0048616984859108925,0.004842860624194145,0.004922964610159397,0.0040048155933618546,0.0046316394582390785,0.0010987026616930962,0.004880056716501713,0.004708805121481419,0.004841796588152647,0.0076172542758286,0.0003182170039508492,0.021805478259921074,0.03435709327459335,0.02596893161535263,0.04686712473630905,0.011212448589503765,0.005440364126116037,0.0035278862342238426,0.001185164088383317,0.9538729786872864,0.01210108119994402,0.013433265499770641,0.03376510366797447,0.9751498103141785,0.009318008087575436,0.003670823760330677,0.9781998991966248,0.002951387781649828,0.8633085489273071,"[""Crime"", ""Film-Noir"", ""Mystery""]"
4,0.0004301660810597241,0.0003565251245163381,0.00014889147132635117,0.00012728976435028017,0.001550476998090744,0.00030268309637904167,0.0004838969907723367,0.00034394580870866776,0.00011069516040151939,8.751728455536067e-05,8.890060416888446e-05,0.00015592551790177822,4.3015723349526525e-05,0.0010832821717485785,0.00033770385198295116,0.003984527196735144,8.827281999401748e-05,0.00021983029728289694,0.00020401037181727588,0.00572783499956131,0.01150868646800518,0.04581104591488838,0.07524100691080093,0.007149047683924437,0.0038747817743569613,0.04864337667822838,0.9619856476783752,0.0425250306725502,0.9775592684745789,0.049526628106832504,0.028905581682920456,0.09709254652261734,0.04086707532405853,0.019173044711351395,0.005542926024645567,0.0021169360261410475,0.0013222421985119581,0.024053629487752914,0.7897323369979858,"[""Horror"", ""Sci-Fi""]"
5,0.0004034019948448986,0.00036875909427180886,0.0001393208949593827,0.00011337389878463,0.0015628954861313105,0.00031980237690731883,0.0004610266478266567,0.000347805063938722,0.00012340088142082095,7.831613766029477e-05,8.85733898030594e-05,0.00015068204083945602,4.034861194668338e-05,0.0011028407607227564,0.00033339252695441246,0.003975576721131802,9.408091136720031e-05,0.00020953155762981623,0.00017950392793864012,0.045013219118118286,0.004702845122665167,0.008495679125189781,0.038008615374565125,0.02385198138654232,0.007512849755585194,0.010314732789993286,0.02923085354268551,0.024759013205766678,0.9673416614532471,0.08834189176559448,0.023288697004318237,0.9533873200416565,0.006371182855218649,0.007044500205665827,0.017738400027155876,0.0028448838274925947,0.0008056405349634588,0.013285684399306774,0.849274754524231,"[""Fantasy"", ""Horror""]"
6,0.004795858170837164,0.004842780064791441,0.00503911217674613,0.005061711650341749,0.0037118946202099323,0.0049119312316179276,0.0047678034752607346,0.0048823668621480465,0.005066361743956804,0.005092775449156761,0.0050829993560910225,0.005061450880020857,0.005143055226653814,0.004162247758358717,0.004886300768703222,0.0012866923352703452,0.0050846608355641365,0.0049712173640728,0.005003383383154869,0.054971858859062195,0.11485104262828827,0.024067454040050507,0.040850814431905746,0.05108623951673508,0.03505675867199898,0.040960218757390976,0.06283257156610489,0.956141471862793,0.0969499945640564,0.08012846857309341,0.04502524808049202,0.9437142610549927,0.04541939124464989,0.062972791492939,0.03586592897772789,0.005689018871635199,0.016116304323077202,0.03916902467608452,0.5268504023551941,"[""Adventure"", ""Fantasy""]"
7,0.00042202402255497873,0.0003665916156023741,0.00015379920660052449,0.00012626327225007117,0.0015432192012667656,0.00028758528060279787,0.000470699742436409,0.0003372520150151104,0.00011839138460345566,9.616836905479431e-05,0.00010083548841066658,0.00014249903324525803,4.3218180508119985e-05,0.0010823551565408707,0.00033369637094438076,0.0039817169308662415,8.63870809553191e-05,0.00022060183982830495,0.00019611101015470922,0.005786632187664509,0.003299847710877657,0.017412811517715454,0.055457863956689835,0.07198631018400192,0.02173248864710331,0.01424884982407093,0.04107953980565071,0.0444854274392128,0.028842471539974213,0.012889712117612362,0.22728820145130157,0.060552943497896194,0.007912177592515945,0.010624464601278305,0.03686476871371269,0.9856816530227661,0.0008455451461486518,0.004919703584164381,0.5229313373565674,"[""Western""]"
8,0.0004598522209562361,0.00033385035931132734,0.0001877307950053364,0.00015913449169602245,0.0015277036000043154,0.0002702160563785583,0.0005256739095784724,0.0003341560368426144,0.00010556403867667541,0.00011804809764726087,0.00010627789015416056,0.00017069268506020308,6.829474295955151e-05,0.0010750464862212539,0.00036265450762584805,0.003983532544225454,0.0001078555578715168,0.0002677383308764547,0.00025304651353508234,0.034095123410224915,0.0013286687899380922,0.0032610467169433832,0.008472414687275887,0.005198725964874029,0.003663449315354228,0.008611541241407394,0.928095817565918,0.03427014499902725,0.0032117576338350773,0.008579213172197342,0.007744441274553537,0.03435781970620155,0.024051973596215248,0.014090708456933498,0.008091452531516552,0.0019387974170967937,0.0007646114099770784,0.008082365617156029,0.05340055748820305,"[""Sci-Fi""]"
9,0.00454082852229476,0.004615148063749075,0.004820940550416708,0.004821674432605505,0.0032474349718540907,0.0045294370502233505,0.004589404910802841,0.004554675426334143,0.0048081036657094955,0.004854324273765087,0.004856189247220755,0.004802701994776726,0.004918064922094345,0.00388915603980422,0.004603027366101742,0.001278406591154635,0.00484372116625309,0.00470677949488163,0.004807441961020231,0.0015906896442174911,0.001134619116783142,0.02556925266981125,0.04953630268573761,0.08457356691360474,0.986143946647644,0.02487906627357006,0.040034472942352295,0.008481022901833057,0.02484484203159809,0.04794645681977272,0.06424270570278168,0.03507782146334648,0.0408962219953537,0.0455334298312664,0.05018714442849159,0.03384420648217201,0.007010909263044596,0.009258691221475601,0.05997789278626442,"[""War""]"
